Place Name,CSOED,PD,LUX
"073 Island, Co. Galway",27073,13.1,-13.864257834
"074 Kilcroan, Co. Galway",27074,25.4,-13.432458216
"075 Kiltullagh, Co. Galway",27075,14.5,-13.81510991
"076 Raheen, Co. Galway",27076,20.8,-13.593944252
"077 Scregg, Co. Galway",27077,12,-13.90287406
"078 Shankill, Co. Galway",27078,15.7,-13.772983118
"079 Templetogher, Co. Galway",27079,16,-13.76245142
"080 Toberroe, Co. Galway",27080,13.6,-13.846705004
"081 Ardamullivan, Co. Galway",27081,16.1,-13.758940854
"082 Ardrahan, Co. Galway",27082,58.6,-12.266950304
"083 Ballycahalan, Co. Galway",27083,7.4,-14.064360096
"084 Beagh, Co. Galway",27084,20,-13.62202878
"085 Cahermore, Co. Galway",27085,24.3,-13.471074442
"086 Cappard, Co. Galway",27086,7,-14.07840236
"087 Castletaylor, Co. Galway",27087,42,-12.84970426
"088 Doorus, Co. Galway",27088,68.1,-11.933446534
"089 Drumacoo, Co. Galway",27089,68.7,-11.912383138
"090 Gort, Co. Galway",27090,274.3,-4.694659442
"091 Kilbeacanty, Co. Galway",27091,18.9,-13.660645006
"092 Killeely, Co. Galway",27092,65.4,-12.028231816
"093 Killeenavarra, Co. Galway",27093,32.1,-13.197250294
"094 Killinny, Co. Galway",27094,13.7,-13.843194438
"095 Kiltartan, Co. Galway",27095,26.9,-13.379799726
"096 Kilthomas, Co. Galway",27096,3.9,-14.187229906
"097 Kinvarra, Co. Galway",27097,47.1,-12.670665394
"098 Rahasane, Co. Galway",27098,21.7,-13.562349158
"099 Skehanagh, Co. Galway",27099,30.3,-13.260440482
"100 Aille, Co. Galway",27100,12.1,-13.899363494
"101 Athenry, Co. Galway",27101,217.1,-6.702703194
"102 Ballynagar, Co. Galway",27102,8.3,-14.032765002
"103 Bracklagh, Co. Galway",27103,17.2,-13.720324628
"104 Bullaun, Co. Galway",27104,22.2,-13.544796328
"105 Cappalusk, Co. Galway",27105,13.1,-13.864257834
"106 Castleboy, Co. Galway",27106,21.8,-13.558838592
"107 Cloonkeen, Co. Galway",27107,23,-13.5167118
"108 Colmanstown, Co. Galway",27108,13.5,-13.85021557
"109 Craughwell, Co. Galway",27109,74,-11.72632314
"110 Derrylaur, Co. Galway",27110,2.6,-14.232867264
"111 Drumkeary, Co. Galway",27111,24.6,-13.460542744
"112 Graigabbey, Co. Galway",27112,30.6,-13.249908784
"113 Grange, Co. Galway",27113,21.1,-13.583412554
"114 Greethill, Co. Galway",27114,43.3,-12.804066902
"115 Kilchreest, Co. Galway",27115,13,-13.8677684
"116 Kilconickny, Co. Galway",27116,43.2,-12.807577468
"117 Kilconierin, Co. Galway",27117,30.2,-13.263951048
"118 Killimor, Co. Galway",27118,12.8,-13.874789532
"119 Killogilleen, Co. Galway",27119,36.2,-13.053317088
"120 Kilmeen, Co. Galway",27120,21.5,-13.56937029
"121 Kilreekill, Co. Galway",27121,15.4,-13.783514816
"122 Kilteskill, Co. Galway",27122,16.5,-13.74489859
"123 Kiltullagh, Co. Galway",27123,36.8,-13.032253692
"124 Lackalea, Co. Galway",27124,32.7,-13.176186898
"125 Leitrim, Co. Galway",27125,28.1,-13.337672934
"127 Loughrea Rural, Co. Galway",27127,32.5,-13.18320803
"128 Loughrea Urban, Co. Galway",27128,1309.4,31.643209224
"129 Marblehill / Loughatorick, Co. Galway",27129/27126,10.4,-13.959043116
"130 Mountain, Co. Galway",27130,11.7,-13.913405758
"131 Movode, Co. Galway",27131,20,-13.62202878
"132 Raford, Co. Galway",27132,31.4,-13.221824256
"133 Tiaquin, Co. Galway",27133,32.8,-13.172676332
"134 Woodford, Co. Galway",27134,19.8,-13.629049912
"135 Annagh, Co. Galway",27135,16.3,-13.751919722
"136 Ballynakill, Co. Galway",27136,18.4,-13.678197836
"137 Caltra, Co. Galway",27137,24.4,-13.467563876
"138 Castleblakeney, Co. Galway",27138,35.9,-13.063848786
"139 Castleffrench, Co. Galway",27139,15.4,-13.783514816
"140 Clonbrock, Co. Galway",27140,17.5,-13.70979293
"141 Cloonkeen, Co. Galway",27141,14.5,-13.81510991
"142 Cooloo, Co. Galway",27142,19.4,-13.643092176
"143 Derryglassaun, Co. Galway",27143,30.9,-13.239377086
"144 Killeroran, Co. Galway",27144,24,-13.48160614
"145 Killian, Co. Galway",27145,13,-13.8677684
"146 Mount Bellew, Co. Galway",27146,44.4,-12.765450676
"147 Mounthazel, Co. Galway",27147,17.2,-13.720324628
"148 Taghboy, Co. Galway",27148,8.7,-14.018722738
"149 Camas, Co. Galway",27149,9.4,-13.994148776
"150 An Fhairche, Co. Galway",27150,27.5,-13.35873633
"151 Conga, Co. Galway",27151,11,-13.93797972
"152 An Cromp�n, Co. Galway",27152,74.8,-11.698238612
"153 An Chorr, Co. Galway",27153,3.9,-14.187229906
"154 Garmna, Co. Galway",27154,44.2,-12.772471808
"155 Cill Chuim�n, Co. Galway",27155,2.6,-14.232867264
"156 Leitir Breac�in, Co. Galway",27156,3.8,-14.190740472
"157 Letterfore, Co. Galway",27157,3.5,-14.20127217
"158 Leitir M�ir, Co. Galway",27158,51.5,-12.51620049
"159 Oughterard, Co. Galway",27159,28.8,-13.313098972
"160 An Ros, Co. Galway",27160,2,-14.25393066
"161 An Turlach, Co. Galway",27161,9.1,-14.004680474
"162 Wormhole, Co. Galway",27162,48.6,-12.618006904
"163 Abbeyville, Co. Galway",27163,16.7,-13.737877458
"164 Ballyglass, Co. Galway",27164,13.3,-13.857236702
"165 Coos, Co. Galway",27165,3.3,-14.208293302
"166 Derrew, Co. Galway",27166,11.3,-13.927448022
"167 Drummin, Co. Galway",27167,13.1,-13.864257834
"168 Eyrecourt, Co. Galway",27168,25.4,-13.432458216
"169 Killimor, Co. Galway",27169,29.1,-13.302567274
"170 Kilmalinoge, Co. Galway",27170,11.7,-13.913405758
"171 Kilquain, Co. Galway",27171,14,-13.83266274
"172 Meelick, Co. Galway",27172,11,-13.93797972
"173 Moat, Co. Galway",27173,13.3,-13.857236702
"174 Pallas, Co. Galway",27174,19.4,-13.643092176
"175 Portumna, Co. Galway",27175,57.6,-12.302055964
"176 Tiranascragh, Co. Galway",27176,14.7,-13.808088778
"177 Tynagh, Co. Galway",27177,32.6,-13.179697464
"178 Abbey East, Co. Galway",27178,29.3,-13.295546142
"179 Abbey West, Co. Galway",27179,48.8,-12.610985772
"180 Addergoole, Co. Galway",27180,22.4,-13.537775196
"181 Annaghdown, Co. Galway",27181,61.1,-12.179186154
"182 Ballinderry, Co. Galway",27182,39.3,-12.944489542
"183 Ballinduff, Co. Galway",27183,54,-12.42843634
"184 Ballynapark, Co. Galway",27184,52.8,-12.470563132
"185 Beaghmore, Co. Galway",27185,19.8,-13.629049912
"186 Belclare, Co. Galway",27186,30.7,-13.246398218
"187 Carrownagur, Co. Galway",27187,15.1,-13.794046514
"188 Carrowrevagh, Co. Galway",27188,21.4,-13.572880856
"189 Claretuam, Co. Galway",27189,36.4,-13.046295956
"190 Clonbern, Co. Galway",27190,14.3,-13.822131042
"191 Cloonkeen, Co. Galway",27191,22.9,-13.520222366
"192 Cummer, Co. Galway",27192,74.4,-11.712280876
"193 Donaghpatrick, Co. Galway",27193,34.3,-13.120017842
"194 Doonbally, Co. Galway",27194,21.2,-13.579901988
"195 Dunmore North, Co. Galway",27195,22.7,-13.527243498
"196 Dunmore South, Co. Galway",27196,59.6,-12.231844644
"197 Foxhall, Co. Galway",27197,19.7,-13.632560478
"198 Headford, Co. Galway",27198,77.3,-11.610474462
"199 Hillsbrook, Co. Galway",27199,29.8,-13.277993312
"200 Kilbennan, Co. Galway",27200,25.1,-13.442989914
"201 Kilcoona, Co. Galway",27201,33.2,-13.158634068
"202 Killeany, Co. Galway",27202,38.3,-12.979595202
"203 Killeen, Co. Galway",27203,31.6,-13.214803124
"204 Killererin, Co. Galway",27204,35.1,-13.091933314
"205 Killower, Co. Galway",27205,27.1,-13.372778594
"206 Killursa, Co. Galway",27206,37.7,-13.000658598
"207 Kilmoylan, Co. Galway",27207,47.8,-12.646091432
"208 Kilshanvy, Co. Galway",27208,18.5,-13.67468727
"209 Levally, Co. Galway",27209,18,-13.6922401
"210 Milltown, Co. Galway",27210,24.4,-13.467563876
"211 Monivea, Co. Galway",27211,31.9,-13.204271426
"212 Moyne, Co. Galway",27212,32.9,-13.169165766
"213 Ryehill, Co. Galway",27213,45.1,-12.740876714
"214 Toberadosh, Co. Galway",27214,18.5,-13.67468727
"215 Tuam Rural, Co. Galway",27215,175.5,-8.16309865
"216 Tuam Urban, Co. Galway",27216,1499.5,38.31679519
"001 Ballinamore, Co. Leitrim",28001,63.9,-12.080890306
"002 Cloverhill, Co. Leitrim",28002,18,-13.6922401
"003 Corrala, Co. Leitrim",28003,15.9,-13.765961986
"004 Drumreilly North, Co. Leitrim",28004,14.6,-13.811599344
"005 Drumreilly South, Co. Leitrim",28005,13.9,-13.836173306
"006 Garadice, Co. Leitrim",28006,25.6,-13.425437084
"007 Greaghglass / Stralongford, Co. Leitrim",28007/28011,21.2,-13.579901988
"008 Killygar, Co. Leitrim",28008,10.4,-13.959043116
"009 Newtowngore, Co. Leitrim",28009,17.1,-13.723835194
"010 Oughteragh, Co. Leitrim",28010,8.6,-14.022233304
"012 Aghacashel, Co. Leitrim",28012,7.6,-14.057338964
"013 Annaduff, Co. Leitrim",28013,21.3,-13.576391422
"014 Barnameenagh, Co. Leitrim",28014,6.1,-14.109997454
"015 Carrick-on-Shannon, Co. Leitrim",28015,182.7,-7.910337898
"017 Drumreilly, Co. Leitrim",28017/28016,7.5,-14.06084953
"018 Drumshanbo, Co. Leitrim",28018,93.4,-11.045273336
"019 Drumsna, Co. Leitrim",28019,32.7,-13.176186898
"020 Gortnagullion, Co. Leitrim",28020,16.5,-13.74489859
"021 Gowel, Co. Leitrim",28021,25,-13.44650048
"022 Keshcarrigan, Co. Leitrim",28022,53.3,-12.453010302
"023 Kiltubbrid, Co. Leitrim",28023,13.3,-13.857236702
"024 Leitrim, Co. Leitrim",28024,54.9,-12.396841246
"025 Moher, Co. Leitrim",28025,13.4,-13.853726136
"026 Yugan, Co. Leitrim",28026,14.2,-13.825641608
"027 Aghalateeve / Aghanlish, Co. Leitrim",28027/28028,11.5,-13.92042689
"029 Aghavoghill / Melvin, Co. Leitrim",28029/28032,15.2,-13.790535948
"030 Gubacreeny, Co. Leitrim",28030,38.8,-12.962042372
"031 Kinlough, Co. Leitrim",28031,45.8,-12.716302752
"033 Tullaghan, Co. Leitrim",28033,27.8,-13.348204632
"035 Ballaghameehan, Co. Leitrim",28035,7,-14.07840236
"036 Belhavel, Co. Leitrim",28036,11.6,-13.916916324
"037 Cloonclare, Co. Leitrim",28037,9.1,-14.004680474
"038 Cloonlogher, Co. Leitrim",28038,8.7,-14.018722738
"039 Drumahaire, Co. Leitrim",28039,47,-12.67417596
"040 Drumkeeran, Co. Leitrim",28040,17.9,-13.695750666
"041 Garvagh / Arigna, Co. Leitrim",28041/28034,10.1,-13.969574814
"042 Glenade, Co. Leitrim",28042,6.2,-14.106486888
"043 Glenaniff, Co. Leitrim",28043,5.1,-14.145103114
"044 Glenboy, Co. Leitrim",28044,9.4,-13.994148776
"045 Glencar, Co. Leitrim",28045,7.1,-14.074891794
"046 Glenfarn, Co. Leitrim",28046,8,-14.0432967
"047 Killanummery, Co. Leitrim",28047,18.2,-13.685218968
"048 Killarga, Co. Leitrim",28048,2.1,-14.250420094
"049 Kiltyclogher, Co. Leitrim",28049,6.7,-14.088934058
"050 Lurganboy, Co. Leitrim",28050,14.2,-13.825641608
"051 Mahanagh, Co. Leitrim",28051,9.6,-13.987127644
"052 Manorhamilton, Co. Leitrim",28052,56.9,-12.326629926
"053 Munakill, Co. Leitrim",28053,8.2,-14.036275568
"054 Sramore, Co. Leitrim",28054,13.8,-13.839683872
"055 St. Patrick's, Co. Leitrim",28055,7.1,-14.074891794
"056 Aghavas, Co. Leitrim",28056,20.4,-13.607986516
"057 Beihy, Co. Leitrim",28057,15.3,-13.787025382
"058 Breandrum, Co. Leitrim",28058,15.4,-13.783514816
"059 Bunnybeg, Co. Leitrim",28059,11.8,-13.909895192
"060 Carrigallen East, Co. Leitrim",28060,22.6,-13.530754064
"061 Carrigallen West, Co. Leitrim",28061,36.6,-13.039274824
"062 Cashel, Co. Leitrim",28062,15.2,-13.790535948
"063 Castlefore, Co. Leitrim",28063,20.7,-13.597454818
"064 Cattan, Co. Leitrim",28064,15,-13.79755708
"065 Cloone, Co. Leitrim",28065,18.9,-13.660645006
"066 Corriga, Co. Leitrim",28066,11.6,-13.916916324
"067 Drumard, Co. Leitrim",28067,17.8,-13.699261232
"068 Drumdoo, Co. Leitrim",28068,20.7,-13.597454818
"069 Drumod, Co. Leitrim",28069,49.4,-12.589922376
"070 Fenagh, Co. Leitrim",28070,28.7,-13.316609538
"071 Gortermone, Co. Leitrim",28071,17.2,-13.720324628
"072 Keeldra, Co. Leitrim",28072,12.1,-13.899363494
"073 Lisgillock, Co. Leitrim",28073,13.5,-13.85021557
"074 Mohill, Co. Leitrim",28074,58,-12.2880137
"075 Rinn, Co. Leitrim",28075,22.1,-13.548306894
"076 Riverstown, Co. Leitrim",28076,11.3,-13.927448022
"077 Roosky, Co. Leitrim",28077,33.8,-13.137570672
"078 Rowan, Co. Leitrim",28078,16.1,-13.758940854
"001 Ardnaree South Urban, Co. Mayo",29001,1516.4,38.910080844
"002 Ballina Urban, Co. Mayo",29002,1565.2,40.623237052
"003 Castlebar Urban, Co. Mayo",29003,1595.4,41.683427984
"004 Westport Urban, Co. Mayo",29004,734.9,11.475007554
"005 Ardagh, Co. Mayo",29005,20.3,-13.611497082
"006 Ardnaree North (Part Urban), Co. Mayo",29006,54.7,-12.403862378
"007 Ardnaree South Rural (Part Urban), Co. Mayo",29007,161.8,-8.644046192
"008 Attymass East, Co. Mayo",29008,19,-13.65713444
"009 Attymass West, Co. Mayo",29009,12.4,-13.888831796
"010 Ballina Rural (Part Urban), Co. Mayo",29010,90.6,-11.143569184
"011 Ballycastle, Co. Mayo",29011,9.7,-13.983617078
"012 Ballysakeery, Co. Mayo",29012,22.9,-13.520222366
"013 B�al Deirg M�r, Co. Mayo",29013,2,-14.25393066
"014 Bunaveela, Co. Mayo",29014,1.5,-14.27148349
"015 Carrowmore, Co. Mayo",29015,36,-13.06033822
"016 Crossmolina North, Co. Mayo",29016,38.1,-12.986616334
"017 Crossmolina South, Co. Mayo",29017,32.3,-13.190229162
"018 Deel, Co. Mayo",29018,11.3,-13.927448022
"019 Derry, Co. Mayo",29019,2.7,-14.229356698
"020 Fortland, Co. Mayo",29020,23.4,-13.502669536
"021 Kilfian East, Co. Mayo",29021,9.9,-13.976595946
"022 Kilfian South, Co. Mayo",29022,3.4,-14.204782736
"023 Kilfian West, Co. Mayo",29023,1.3,-14.278504622
"024 Kilgarvan, Co. Mayo",29024,13.7,-13.843194438
"025 Killala, Co. Mayo",29025,30.9,-13.239377086
"026 Lackan North, Co. Mayo",29026,8.8,-14.015212172
"027 Lackan South, Co. Mayo",29027,21.4,-13.572880856
"028 Letterbrick, Co. Mayo",29028,3.6,-14.197761604
"029 Mount Falcon, Co. Mayo",29029,44.1,-12.775982374
"030 Rathoma, Co. Mayo",29030,12.5,-13.88532123
"031 Sallymount, Co. Mayo",29031,16.6,-13.741388024
"032 Sraheen, Co. Mayo",29032,60.9,-12.186207286
"033 Baile an Chalaidh, Co. Mayo",29033,6.6,-14.092444624
"034 Ballinrobe, Co. Mayo",29034,85.8,-11.312076352
"035 Baile �bha, Co. Mayo",29035,6.6,-14.092444624
"036 Burriscarra, Co. Mayo",29036,18.5,-13.67468727
"037 An Cheapaigh Dhuibh, Co. Mayo",29037,10.4,-13.959043116
"038 Cong, Co. Mayo",29038,28.7,-13.316609538
"039 Coonard, Co. Mayo",29039,15.2,-13.790535948
"040 Dalgan, Co. Mayo",29040,32,-13.20076086
"041 Hollymount, Co. Mayo",29041,23.2,-13.509690668
"042 Houndswood, Co. Mayo",29042,24.4,-13.467563876
"043 Kilcommon, Co. Mayo",29043,16.9,-13.730856326
"044 Kilmaine, Co. Mayo",29044,24.1,-13.478095574
"045 Neale, Co. Mayo",29045,20.6,-13.600965384
"046 Newbrook, Co. Mayo",29046,15.3,-13.787025382
"047 Abhainn Bhrain, Co. Mayo",29047,4.5,-14.16616651
"048 Partra�, Co. Mayo",29048,19.1,-13.653623874
"049 Roslee, Co. Mayo",29049,26.4,-13.397352556
"050 Shrule, Co. Mayo",29050,30,-13.27097218
"051 An Geata M�r Thuaidh, Co. Mayo",29051,22.3,-13.541285762
"052 An Geata M�r Theas, Co. Mayo",29052,24.3,-13.471074442
"053 Bangor, Co. Mayo",29053,10.4,-13.959043116
"054 Barr R�sca�, Co. Mayo",29054,2.1,-14.250420094
"055 B�al an Mhuirthead, Co. Mayo",29055,43.5,-12.79704577
"056 Gleann na Muaidhe, Co. Mayo",29056,3.9,-14.187229906
"057 Gleann Chaisil, Co. Mayo",29057,13.5,-13.85021557
"058 Glenco / Sheskin, Co. Mayo",29058/29065,1.1,-14.285525754
"059 Guala Mh�r, Co. Mayo",29059,3.9,-14.187229906
"060 Cnoc an Daimh, Co. Mayo",29060,10.2,-13.966064248
"061 Cnoc na Lobhar, Co. Mayo",29061,17,-13.72734576
"062 Moing na B�, Co. Mayo",29062,3.9,-14.187229906
"063 Na Monga, Co. Mayo",29063,7.3,-14.067870662
"064 Cnoc na R�ithe, Co. Mayo",29064,17.4,-13.713303496
"066 Addergoole, Co. Mayo",29066,20.5,-13.60447595
"067 Balla, Co. Mayo",29067,43.8,-12.786514072
"068 Ballinafad, Co. Mayo",29068,27.9,-13.344694066
"069 Ballyhean, Co. Mayo",29069,35.8,-13.067359352
"070 Ballynagoraher, Co. Mayo",29070,8.1,-14.039786134
"071 Bellavary, Co. Mayo",29071,31.9,-13.204271426
"072 Breaghwy, Co. Mayo",29072,77.1,-11.617495594
"073 Burren, Co. Mayo",29073,8.5,-14.02574387
"074 Castlebar Rural (Part Urban), Co. Mayo",29074,185.4,-7.815552616
"075 Clogher, Co. Mayo",29075,27.8,-13.348204632
"076 Cloonkeen, Co. Mayo",29076,30.9,-13.239377086
"077 Croaghmoyle, Co. Mayo",29077,6,-14.11350802
"078 Killavally, Co. Mayo",29078,21.4,-13.572880856
"079 Manulla, Co. Mayo",29079,33.5,-13.14810237
"080 Pontoon, Co. Mayo",29080,11.1,-13.934469154
"081 Strade, Co. Mayo",29081,19,-13.65713444
"082 Tamhnaigh na Gra�, Co. Mayo",29082,10.5,-13.95553255
"083 Turlough, Co. Mayo",29083,47.6,-12.653112564
"084 Ballindine, Co. Mayo",29084,37.6,-13.004169164
"085 Ballyhaunis, Co. Mayo",29085,103.8,-10.680174472
"086 Ballyhowly, Co. Mayo",29086,20.7,-13.597454818
"087 Bekan, Co. Mayo",29087,22.4,-13.537775196
"088 Caraun, Co. Mayo",29088,16.4,-13.748409156
"089 Claremorris, Co. Mayo",29089,192.2,-7.576834128
"090 Cloghermore, Co. Mayo",29090,12.1,-13.899363494
"091 Course, Co. Mayo",29091,16.7,-13.737877458
"092 Crossboyne, Co. Mayo",29092,42.3,-12.839172562
"093 Culnacleha, Co. Mayo",29093,16.1,-13.758940854
"094 Garrymore, Co. Mayo",29094,18.8,-13.664155572
"095 Kilcolman, Co. Mayo",29095,23.1,-13.513201234
"096 Kilvine, Co. Mayo",29096,23.6,-13.495648404
"097 Knock North, Co. Mayo",29097,37.1,-13.021721994
"098 Knock South, Co. Mayo",29098,28.7,-13.316609538
"099 Loughanboy, Co. Mayo",29099,14.5,-13.81510991
"100 Mayo, Co. Mayo",29100,16.9,-13.730856326
"101 Murneen, Co. Mayo",29101,15.4,-13.783514816
"102 Tagheen, Co. Mayo",29102,14.4,-13.818620476
"103 Aghamore, Co. Mayo",29103,24.7,-13.457032178
"104 Ballinamore, Co. Mayo",29104,18.2,-13.685218968
"105 Bohola, Co. Mayo",29105,26.2,-13.404373688
"106 Brackloon, Co. Mayo",29106,21.2,-13.579901988
"107 Callow, Co. Mayo",29107,13.2,-13.860747268
"108 Cloonmore, Co. Mayo",29108,14.5,-13.81510991
"109 Coolnaha, Co. Mayo",29109,23.7,-13.492137838
"110 Cuildoo, Co. Mayo",29110,16.2,-13.755430288
"111 Doocastle, Co. Mayo",29111,10.3,-13.962553682
"112 Kilbeagh, Co. Mayo",29112,26.2,-13.404373688
"113 Kilkelly, Co. Mayo",29113,22.8,-13.523732932
"114 Killedan, Co. Mayo",29114,28.2,-13.334162368
"115 Kilmovee, Co. Mayo",29115,20.3,-13.611497082
"116 Kiltamagh, Co. Mayo",29116,76.7,-11.631537858
"117 Meelick, Co. Mayo",29117,23.5,-13.49915897
"118 Sonnagh, Co. Mayo",29118,29.9,-13.274482746
"119 Swineford, Co. Mayo",29119,64,-12.07737974
"120 Toocananagh, Co. Mayo",29120,26.8,-13.383310292
"121 Toomore, Co. Mayo",29121,46.1,-12.705771054
"122 Tumgesh, Co. Mayo",29122,13,-13.8677684
"123 Urlaur, Co. Mayo",29123,12.8,-13.874789532
"124 Acaill, Co. Mayo",29124,24.4,-13.467563876
"125 Aghagower North, Co. Mayo",29125,45.6,-12.723323884
"126 Aghagower South, Co. Mayo",29126,4.8,-14.155634812
"127 Aillemore, Co. Mayo",29127,12.2,-13.895852928
"128 Ballycroy North, Co. Mayo",29128,3.7,-14.194251038
"129 Ballycroy South, Co. Mayo",29129,2.7,-14.229356698
"131 Clare Island, Co. Mayo",29131,9.3,-13.997659342
"132 Clogher, Co. Mayo",29132,41,-12.88480992
"133 An Corr�n, Co. Mayo",29133,9.2,-14.001169908
"134 Croaghpatrick, Co. Mayo",29134,19.8,-13.629049912
"135 Derryloughan, Co. Mayo",29135,24.9,-13.450011046
"136 Dumha �ige, Co. Mayo",29136,14.9,-13.801067646
"137 Drummin, Co. Mayo",29137,3.4,-14.204782736
"138 Emlagh, Co. Mayo",29138,12.6,-13.881810664
"139 Erriff, Co. Mayo",29139,1.5,-14.27148349
"140 Glenhest, Co. Mayo",29140,5.7,-14.124039718
"141 Islandeady, Co. Mayo",29141,25,-13.44650048
"142 Kilgeever, Co. Mayo",29142,1.8,-14.260951792
"143 Kilmaclasser, Co. Mayo",29143,27.6,-13.355225764
"144 Kilmeena (Part Urban), Co. Mayo",29144,42.5,-12.83215143
"145 Kilsallagh, Co. Mayo",29145,14.6,-13.811599344
"146 Knappagh, Co. Mayo",29146,30.4,-13.256929916
"147 Louisburgh, Co. Mayo",29147,42,-12.84970426
"148 Newport East, Co. Mayo",29148,32.4,-13.186718596
"149 Newport West, Co. Mayo",29149,11.8,-13.909895192
"150 Owennadornaun / Bundorragha, Co. Mayo",29150/29130,5.6,-14.127550284
"151 Slievemahanagh, Co. Mayo",29151,7.8,-14.050317832
"152 Slievemore, Co. Mayo",29152,14,-13.83266274
"153 Srahmore, Co. Mayo",29153,1.7,-14.264462358
"154 Westport Rural, Co. Mayo",29154,112.4,-10.378265796
"001 Athlone West Rural, Co. Roscommon",30001,266.8,-4.957951892
"002 Ballydangan, Co. Roscommon",30002,22.8,-13.523732932
"003 Ballynamona, Co. Roscommon",30003,25.9,-13.414905386
"004 Caltragh, Co. Roscommon",30004,19.7,-13.632560478
"005 Carnagh, Co. Roscommon",30005,33.6,-13.144591804
"006 Carrowreagh, Co. Roscommon",30006,18.8,-13.664155572
"007 Castlesampson, Co. Roscommon",30007,14.6,-13.811599344
"008 Cloonburren, Co. Roscommon",30008,13.4,-13.853726136
"009 Cloonown, Co. Roscommon",30009,25.4,-13.432458216
"010 Crannagh, Co. Roscommon",30010,47.5,-12.65662313
"011 Creagh, Co. Roscommon",30011,36.1,-13.056827654
"012 Culliagh, Co. Roscommon",30012,13.4,-13.853726136
"013 Drumlosh, Co. Roscommon",30013,27.4,-13.362246896
"014 Dysart, Co. Roscommon",30014,10.4,-13.959043116
"015 Kilcar, Co. Roscommon",30015,23.2,-13.509690668
"016 Kiltoom, Co. Roscommon",30016,75.9,-11.659622386
"017 Lecarrow, Co. Roscommon",30017,22,-13.55181746
"018 Moore, Co. Roscommon",30018,15.8,-13.769472552
"019 Rockhill, Co. Roscommon",30019,21.1,-13.583412554
"020 Taghboy, Co. Roscommon",30020,28.8,-13.313098972
"021 Taghmaconnell, Co. Roscommon",30021,14.2,-13.825641608
"022 Thomastown, Co. Roscommon",30022,31,-13.23586652
"023 Turrock, Co. Roscommon",30023,15.8,-13.769472552
"024 Aghafin, Co. Roscommon",30024,10.9,-13.941490286
"026 Aughrim East, Co. Roscommon",30026,11.4,-13.923937456
"027 Aughrim West, Co. Roscommon",30027,9.5,-13.99063821
"028 Ballyfarnan, Co. Roscommon",30028,32.4,-13.186718596
"029 Ballyfermoyle, Co. Roscommon",30029,13.7,-13.843194438
"030 Boyle Rural, Co. Roscommon",30030,65,-12.04227408
"031 Boyle Urban, Co. Roscommon",30031,506.6,3.460385376
"032 Breedoge, Co. Roscommon",30032,13.4,-13.853726136
"033 Cloonteen, Co. Roscommon",30033,16.7,-13.737877458
"034 Creeve, Co. Roscommon",30034,8.6,-14.022233304
"035 Croghan, Co. Roscommon",30035,16.7,-13.737877458
"036 Crossna, Co. Roscommon",30036,10.7,-13.948511418
"037 Danesfort, Co. Roscommon",30037,65.4,-12.028231816
"038 Estersnow, Co. Roscommon",30038,7.4,-14.064360096
"039 Keadew, Co. Roscommon",30039,24.6,-13.460542744
"040 Kilbryan, Co. Roscommon",30040,15.4,-13.783514816
"041 Kilcolagh, Co. Roscommon",30041,13.4,-13.853726136
"042 Killukin, Co. Roscommon",30042,24.9,-13.450011046
"043 Killummod, Co. Roscommon",30043,10.3,-13.962553682
"044 Kilmacumsy, Co. Roscommon",30044,16.6,-13.741388024
"045 Kilmore, Co. Roscommon",30045,10.5,-13.95553255
"046 Lisgarve / Mantua, Co. Roscommon",30046/30048,14,-13.83266274
"047 Lough Allen / Altagowlan, Co. Roscommon",30047/30025,29,-13.30607784
"049 Oakport, Co. Roscommon",30049,29.7,-13.281503878
"050 Rockingham, Co. Roscommon",30050,12.3,-13.892342362
"051 Rushfield, Co. Roscommon",30051,18.7,-13.667666138
"052 Tivannagh, Co. Roscommon",30052,12.3,-13.892342362
"053 Tumna North, Co. Roscommon",30053,12.5,-13.88532123
"054 Tumna South, Co. Roscommon",30054,12.6,-13.881810664
"055 Artagh North, Co. Roscommon",30055,23,-13.5167118
"056 Artagh South, Co. Roscommon",30056,13.5,-13.85021557
"057 Ballaghaderreen, Co. Roscommon",30057,62.1,-12.144080494
"058 Ballinlough, Co. Roscommon",30058,20.3,-13.611497082
"059 Ballintober, Co. Roscommon",30059,19.2,-13.650113308
"060 Baslick, Co. Roscommon",30060,9.1,-14.004680474
"061 Bellanagare, Co. Roscommon",30061,12.9,-13.871278966
"062 Buckill, Co. Roscommon",30062,14.9,-13.801067646
"063 Carrowduff, Co. Roscommon",30063,12.7,-13.878300098
"064 Castleplunket, Co. Roscommon",30064,13.9,-13.836173306
"065 Castlereagh, Co. Roscommon",30065,75.2,-11.684196348
"066 Castleteheen, Co. Roscommon",30066,16.5,-13.74489859
"067 Cloonfower, Co. Roscommon",30067,9.6,-13.987127644
"068 Coolougher, Co. Roscommon",30068,13.4,-13.853726136
"069 Edmondstown, Co. Roscommon",30069,12.8,-13.874789532
"070 Fairymount, Co. Roscommon",30070,9.5,-13.99063821
"071 Frenchpark, Co. Roscommon",30071,28.3,-13.330651802
"072 Kiltullagh, Co. Roscommon",30072,24,-13.48160614
"073 Loughglinn, Co. Roscommon",30073,21.2,-13.579901988
"074 Annaghmore, Co. Roscommon",30074,17.4,-13.713303496
"075 Athleague East, Co. Roscommon",30075,16.2,-13.755430288
