Place Name,CSOED,PD,LUX
"053 Domhnach Ph�draig, Co. Meath",11053,43.2,-12.807577468
"054 Kentstown, Co. Meath",11054,70.7,-11.842171818
"055 Navan Rural (Part Urban), Co. Meath",11055,486,2.73720878
"056 Painestown, Co. Meath",11056,36.6,-13.039274824
"057 Rathkenny, Co. Meath",11057,28.7,-13.316609538
"058 Slane, Co. Meath",11058,78.6,-11.564837104
"059 Stackallan, Co. Meath",11059,31.3,-13.225334822
"060 Tara, Co. Meath",11060,40.6,-12.898852184
"061 Crossakeel, Co. Meath",11061,25.6,-13.425437084
"062 Crosskeys, Co. Meath",11062,20.8,-13.593944252
"063 Killallon, Co. Meath",11063,12,-13.90287406
"064 Killeagh, Co. Meath",11064,15.9,-13.765961986
"065 Knocklough, Co. Meath",11065,12.8,-13.874789532
"066 Moylagh, Co. Meath",11066,16.9,-13.730856326
"067 Oldcastle, Co. Meath",11067,70.8,-11.838661252
"068 Stonefield, Co. Meath",11068,13.2,-13.860747268
"069 Ardnamullan, Co. Meath",11069,36.3,-13.049806522
"070 Baile �tha Bu�, Co. Meath",11070,130.7,-9.735832218
"071 Ballyboggan, Co. Meath",11071,19,-13.65713444
"072 Ballyconnell, Co. Meath",11072,29.8,-13.277993312
"073 Castlejordan, Co. Meath",11073,27.8,-13.348204632
"074 Castlerickard, Co. Meath",11074,107.3,-10.557304662
"075 Cloghbrack, Co. Meath",11075,20.7,-13.597454818
"076 Clonmacduff, Co. Meath",11076,35.2,-13.088422748
"077 Gallow, Co. Meath",11077,39.2,-12.948000108
"078 Galtrim, Co. Meath",11078,35.4,-13.081401616
"079 Grennanstown, Co. Meath",11079,50.9,-12.537263886
"080 Hill of Down, Co. Meath",11080,27,-13.37628916
"081 Innfield, Co. Meath",11081,128.1,-9.827106934
"082 Cill Bhr�de, Co. Meath",11082,29.3,-13.295546142
"083 Kilcooly, Co. Meath",11083,22,-13.55181746
"084 Kildalky, Co. Meath",11084,50.1,-12.565348414
"085 Killaconnigan, Co. Meath",11085,86.1,-11.301544654
"086 Killyon, Co. Meath",11086,18.1,-13.688729534
"087 Laracor, Co. Meath",11087,29.5,-13.28852501
"088 Rahinstown, Co. Meath",11088,28.2,-13.334162368
"089 Rathmolyon, Co. Meath",11089,36,-13.06033822
"090 An R�th Mh�r, Co. Meath",11090,36.9,-13.028743126
"091 Summerhill, Co. Meath",11091,76,-11.65611182
"092 Trim Rural (Part Urban), Co. Meath",11092,252.2,-5.470494528
"001 Birr Urban, Co. Offaly",12001,706.8,10.488538508
"002 Tullamore Urban, Co. Offaly",12002,1476.7,37.516386142
"003 Ballycumber, Co. Offaly",12003,33.2,-13.158634068
"004 Banagher, Co. Offaly",12004,108.5,-10.51517787
"005 Birr Rural, Co. Offaly",12005,62.3,-12.137059362
"006 Broughal, Co. Offaly",12006,6.5,-14.09595519
"007 Cloghan, Co. Offaly",12007,35.2,-13.088422748
"008 Clonmacnoise, Co. Offaly",12008,11.8,-13.909895192
"009 Derrinboy, Co. Offaly",12009,14.7,-13.808088778
"010 Derryad, Co. Offaly",12010,8.6,-14.022233304
"011 Doon, Co. Offaly",12011,15,-13.79755708
"012 Dromoyle, Co. Offaly",12012,15.3,-13.787025382
"013 Drumcullen, Co. Offaly",12013,15.6,-13.776493684
"014 Eglish, Co. Offaly",12014,7.6,-14.057338964
"015 Ferbane, Co. Offaly",12015,51.8,-12.505668792
"016 Gallen, Co. Offaly",12016,18.7,-13.667666138
"017 Hinds, Co. Offaly",12017,16.5,-13.74489859
"018 Huntston, Co. Offaly",12018,17.9,-13.695750666
"019 Kilcolman, Co. Offaly",12019,15.5,-13.78000425
"020 Kilcormac, Co. Offaly",12020,64.6,-12.056316344
"021 Killyon, Co. Offaly",12021,11.6,-13.916916324
"022 Kinnitty, Co. Offaly",12022,16.2,-13.755430288
"023 Knockbarron, Co. Offaly",12023,13.9,-13.836173306
"024 Lea, Co. Offaly",12024,10.8,-13.945000852
"025 Letter, Co. Offaly",12025,6.7,-14.088934058
"026 Lumcloon, Co. Offaly",12026,18,-13.6922401
"027 Lusmagh, Co. Offaly",12027,20.3,-13.611497082
"028 Mounterin, Co. Offaly",12028,10.3,-13.962553682
"029 Moyclare, Co. Offaly",12029,27.1,-13.372778594
"030 Seirkieran, Co. Offaly",12030,22.6,-13.530754064
"031 Shannonbridge, Co. Offaly",12031,11.5,-13.92042689
"032 Shannonharbour, Co. Offaly",12032,16.5,-13.74489859
"033 Srah, Co. Offaly",12033,32.4,-13.186718596
"035 Ballyburly, Co. Offaly",12035,56.8,-12.330140492
"036 Ballymacwilliam, Co. Offaly",12036,32,-13.20076086
"037 Bracknagh, Co. Offaly",12037,22,-13.55181746
"038 Clonbulloge, Co. Offaly",12038,17.5,-13.70979293
"039 Clonmore, Co. Offaly",12039,25.7,-13.421926518
"040 Croghan, Co. Offaly",12040,16.7,-13.737877458
"041 Edenderry Rural, Co. Offaly",12041,22.9,-13.520222366
"042 Edenderry Urban, Co. Offaly",12042,905.3,17.457012018
"043 Esker / Ballaghassaan, Co. Offaly",12043/12034,15.2,-13.790535948
"044 Knockdrin, Co. Offaly",12044,8.2,-14.036275568
"045 Monasteroris, Co. Offaly",12045,28.9,-13.309588406
"046 Aghancon, Co. Offaly",12046,15.4,-13.783514816
"047 Ballincor, Co. Offaly",12047,14.7,-13.808088778
"048 Barna, Co. Offaly",12048,11.2,-13.930958588
"049 Cangort, Co. Offaly",12049,14.9,-13.801067646
"050 Cullenwaine, Co. Offaly",12050,28.4,-13.327141236
"051 Dunkerrin, Co. Offaly",12051,16.1,-13.758940854
"052 Ettagh, Co. Offaly",12052,21.8,-13.558838592
"053 Gorteen, Co. Offaly",12053,11.4,-13.923937456
"054 Mountheaton, Co. Offaly",12054,28.5,-13.32363067
"055 Roscomroe, Co. Offaly",12055,8.3,-14.032765002
"056 Shinrone, Co. Offaly",12056,45.7,-12.719813318
"057 Templeharry, Co. Offaly",12057,11.6,-13.916916324
"058 Tulla, Co. Offaly",12058,4.6,-14.162655944
"059 Ballycommon, Co. Offaly",12059,22.7,-13.527243498
"060 Ballyshear, Co. Offaly",12060,18.1,-13.688729534
"061 Bawn, Co. Offaly",12061,20.7,-13.597454818
"062 Cappancur, Co. Offaly",12062,31.3,-13.225334822
"063 Clara, Co. Offaly",12063,133.4,-9.641046936
"064 Clonygowan, Co. Offaly",12064,29.3,-13.295546142
"065 Daingean, Co. Offaly",12065,80.1,-11.512178614
"066 Derrycooley, Co. Offaly",12066,12.9,-13.871278966
"067 Durrow, Co. Offaly",12067,36.7,-13.035764258
"068 Geashill, Co. Offaly",12068,45.7,-12.719813318
"069 Gorteen, Co. Offaly",12069,25,-13.44650048
"070 Hammerlane, Co. Offaly",12070,23.8,-13.488627272
"071 Kilclonfert, Co. Offaly",12071,13.2,-13.860747268
"072 Kilcumreragh, Co. Offaly",12072,26.2,-13.404373688
"073 Killeigh, Co. Offaly",12073,31.2,-13.228845388
"074 Killooly, Co. Offaly",12074,12.3,-13.892342362
"075 Killoughy, Co. Offaly",12075,27.1,-13.372778594
"076 Mountbriscoe, Co. Offaly",12076,14.5,-13.81510991
"077 O'Dempsey, Co. Offaly",12077,13.1,-13.864257834
"078 Portarlington North, Co. Offaly",12078,116.1,-10.248374854
"079 Rahan, Co. Offaly",12079,30.5,-13.25341935
"080 Raheenakeeran, Co. Offaly",12080,25.2,-13.439479348
"081 Rathfeston, Co. Offaly",12081,21.1,-13.583412554
"082 Rathrobin, Co. Offaly",12082,17.3,-13.716814062
"083 Screggan, Co. Offaly",12083,85.5,-11.32260805
"084 Silverbrook, Co. Offaly",12084,34.2,-13.123528408
"085 Tinamuck, Co. Offaly",12085,20.5,-13.60447595
"086 Tinnycross, Co. Offaly",12086,52.8,-12.470563132
"087 Tullamore Rural, Co. Offaly",12087,175.3,-8.170119782
"001 Athlone East Urban, Co. Westmeath",13001,1794.4,48.669454324
"002 Athlone West Urban, Co. Westmeath",13002,1333.9,32.503297894
"003 Athlone East Rural (Part Urban), Co. Westmeath",13003,652.1,8.568258906
"004 Auburn, Co. Westmeath",13004,36.7,-13.035764258
"005 Ballybroder, Co. Westmeath",13005,21.2,-13.579901988
"006 Bellanalack, Co. Westmeath",13006,41.5,-12.86725709
"007 Carn, Co. Westmeath",13007,36.8,-13.032253692
"008 Castledaly, Co. Westmeath",13008,23.5,-13.49915897
"009 Glassan, Co. Westmeath",13009,60.3,-12.207270682
"010 Kilcumreragh, Co. Westmeath",13010,22.3,-13.541285762
"011 Killinure, Co. Westmeath",13011,33,-13.1656552
"012 Moate, Co. Westmeath",13012,146.5,-9.18116279
"013 Mount Temple, Co. Westmeath",13013,38.2,-12.983105768
"014 Moydrum (Part Urban), Co. Westmeath",13014,143.9,-9.272437506
"015 Muckanagh, Co. Westmeath",13015,15.7,-13.772983118
"016 Tubbrit, Co. Westmeath",13016,24.8,-13.453521612
"017 Umma, Co. Westmeath",13017,13.3,-13.857236702
"018 Ardnagragh, Co. Westmeath",13018,26.5,-13.39384199
"019 Ballymore, Co. Westmeath",13019,35.9,-13.063848786
"020 Doonis, Co. Westmeath",13020,16.1,-13.758940854
"021 Drumraney, Co. Westmeath",13021,21.2,-13.579901988
"022 Noughaval, Co. Westmeath",13022,24.9,-13.450011046
"023 Piercetown, Co. Westmeath",13023,8.3,-14.032765002
"024 Templepatrick, Co. Westmeath",13024,12.4,-13.888831796
"025 Winetown, Co. Westmeath",13025,9.7,-13.983617078
"026 Boherquill, Co. Westmeath",13026,10.8,-13.945000852
"027 Coole, Co. Westmeath",13027,19.9,-13.625539346
"028 Coolure, Co. Westmeath",13028,16,-13.76245142
"029 Finnea, Co. Westmeath",13029,12.2,-13.895852928
"030 Glore, Co. Westmeath",13030,11.2,-13.930958588
"031 Knockarrow, Co. Westmeath",13031,6.1,-14.109997454
"032 Rathowen, Co. Westmeath",13032,23.5,-13.49915897
"033 Street, Co. Westmeath",13033,8.8,-14.015212172
"034 Ballinlough, Co. Westmeath",13034,19,-13.65713444
"035 Ballyhealy, Co. Westmeath",13035,25.4,-13.432458216
"036 Ballynaskeagh, Co. Westmeath",13036,19.9,-13.625539346
"037 Bracklin, Co. Westmeath",13037,14.6,-13.811599344
"038 Clonarney, Co. Westmeath",13038,23.8,-13.488627272
"039 Collinstown, Co. Westmeath",13039,40.8,-12.891831052
"040 Copperalley, Co. Westmeath",13040,18.6,-13.671176704
"041 Delvin, Co. Westmeath",13041,76.6,-11.635048424
"042 Faughalstown, Co. Westmeath",13042,16.5,-13.74489859
"043 Fore East, Co. Westmeath",13043,24,-13.48160614
"044 Fore West, Co. Westmeath",13044,20.8,-13.593944252
"045 Hilltown, Co. Westmeath",13045,13.1,-13.864257834
"046 Kilcumny, Co. Westmeath",13046,17.8,-13.699261232
"047 Killua, Co. Westmeath",13047,54.1,-12.424925774
"048 Killulagh, Co. Westmeath",13048,22.2,-13.544796328
"049 Kilpatrick, Co. Westmeath",13049,12.5,-13.88532123
"050 Kinturk, Co. Westmeath",13050,113.5,-10.33964957
"051 Riverdale, Co. Westmeath",13051,22.7,-13.527243498
"052 Rosmead, Co. Westmeath",13052,26.4,-13.397352556
"053 Ardnaglew, Co. Westmeath",13053,22.2,-13.544796328
"054 Ballinalack / Lackan, Co. Westmeath",13054/13085,42.8,-12.821619732
"055 Ballykilmore, Co. Westmeath",13055,39.1,-12.951510674
"056 Ballymorin, Co. Westmeath",13056,14.9,-13.801067646
"057 Ballynagore, Co. Westmeath",13057,27.1,-13.372778594
"058 Belvidere, Co. Westmeath",13058,39.8,-12.926936712
"059 Carrick, Co. Westmeath",13059,19,-13.65713444
"060 Castle, Co. Westmeath",13060,70.8,-11.838661252
"061 Castlelost, Co. Westmeath",13061,101,-10.77847032
"062 Castletown, Co. Westmeath",13062,28.4,-13.327141236
"063 Churchtown, Co. Westmeath",13063,15.8,-13.769472552
"064 Cloghan, Co. Westmeath",13064,26.3,-13.400863122
"065 Clonfad, Co. Westmeath",13065,34.3,-13.120017842
"066 Clonlost, Co. Westmeath",13066,22.4,-13.537775196
"067 Derrymore, Co. Westmeath",13067,25.1,-13.442989914
"068 Dysart, Co. Westmeath",13068,15,-13.79755708
"069 Emper, Co. Westmeath",13069,11,-13.93797972
"070 Enniscoffey, Co. Westmeath",13070,22.9,-13.520222366
"071 Gaybrook, Co. Westmeath",13071,30,-13.27097218
"072 Glenlough, Co. Westmeath",13072,7.3,-14.067870662
"073 Greenpark, Co. Westmeath",13073,17.2,-13.720324628
"074 Griffinstown, Co. Westmeath",13074,22.6,-13.530754064
"075 Heathstown, Co. Westmeath",13075,34.3,-13.120017842
"076 Hopestown, Co. Westmeath",13076,42.8,-12.821619732
"077 Huntingdon, Co. Westmeath",13077,23,-13.5167118
"078 Jamestown, Co. Westmeath",13078,8.9,-14.011701606
"079 Kilbeggan, Co. Westmeath",13079,92,-11.09442126
"080 Kilbixy, Co. Westmeath",13080,25.5,-13.42894765
"081 Killare, Co. Westmeath",13081,12.7,-13.878300098
"082 Killucan, Co. Westmeath",13082,128.5,-9.81306467
"083 Kinnegad, Co. Westmeath",13083,210.1,-6.948442814
"084 Knockdrin, Co. Westmeath",13084,26.5,-13.39384199
"086 Lauree, Co. Westmeath",13086,11.5,-13.92042689
"087 Middleton, Co. Westmeath",13087,21.1,-13.583412554
"088 Milltown, Co. Westmeath",13088,18.9,-13.660645006
"089 Mullingar Rural, Co. Westmeath",13089,628.1,7.725723066
"090 Mullingar North Urban, Co. Westmeath",13090,2087.3,58.951902138
"091 Mullingar South Urban, Co. Westmeath",13091,1583.5,41.26567063
"092 Multyfarnham, Co. Westmeath",13092,29.7,-13.281503878
"093 Newtown, Co. Westmeath",13093,12.7,-13.878300098
"094 Owel, Co. Westmeath",13094,37.8,-12.997148032
"095 Portloman, Co. Westmeath",13095,14.4,-13.818620476
"096 Raharney, Co. Westmeath",13096,41.6,-12.863746524
"097 Rahugh, Co. Westmeath",13097,14.7,-13.808088778
"098 Rathconrath, Co. Westmeath",13098,21.2,-13.579901988
"099 Russellstown, Co. Westmeath",13099,35.9,-13.063848786
"100 Skeagh, Co. Westmeath",13100,14.1,-13.829152174
"101 Sonna, Co. Westmeath",13101,19.3,-13.646602742
"102 Stonehall, Co. Westmeath",13102,13.9,-13.836173306
"103 Streamstown, Co. Westmeath",13103,26.5,-13.39384199
"104 Taghmon, Co. Westmeath",13104,23.1,-13.513201234
"105 Tullaghan, Co. Westmeath",13105,31.8,-13.207781992
"106 Woodland, Co. Westmeath",13106,21.5,-13.56937029
"001 Enniscorthy Urban, Co. Wexford",14001,2667,79.30265324
"002 New Ross Urban, Co. Wexford",14002,2748.5,82.16376453
"003 Rosbercon Urban, Co. Wexford",14003,1302.5,31.40098017
"004 Wexford No. 1 Urban, Co. Wexford",14004,2752.7,82.311208302
"005 Wexford No. 2 Urban, Co. Wexford",14005,3845.1,120.660631286
"006 Wexford No. 3 Urban, Co. Wexford",14006,2803.5,84.09457583
"007 Ballindaggan, Co. Wexford",14007,34.8,-13.102465012
"008 Ballycarney, Co. Wexford",14008,28.9,-13.309588406
"009 Ballyhoge, Co. Wexford",14009,42.6,-12.828640864
"010 Ballyhuskard, Co. Wexford",14010,48.3,-12.628538602
"011 Ballymore, Co. Wexford",14011,29.5,-13.28852501
"012 Ballyvaldon, Co. Wexford",14012,32.4,-13.186718596
"013 Bolaboy, Co. Wexford",14013,62.7,-12.123017098
"014 Bree, Co. Wexford",14014,47.9,-12.642580866
"015 Castleboro, Co. Wexford",14015,35,-13.09544388
"016 Castledockrell, Co. Wexford",14016,23.6,-13.495648404
"017 Castle Ellis, Co. Wexford",14017,43.4,-12.800556336
"018 Castle Talbot, Co. Wexford",14018,42.4,-12.835661996
"019 Clonroche, Co. Wexford",14019,38.2,-12.983105768
"020 Edermine, Co. Wexford",14020,51.6,-12.512689924
"021 Enniscorthy Rural (Part Urban), Co. Wexford",14021,244.4,-5.744318676
"022 Ferns, Co. Wexford",14022,152.7,-8.963507698
"023 Kilbora, Co. Wexford",14023,29.3,-13.295546142
"024 Kilcormick, Co. Wexford",14024,30.1,-13.267461614
"025 Killann, Co. Wexford",14025,22.9,-13.520222366
"026 Kilmallock, Co. Wexford",14026,54.6,-12.407372944
"027 Killoughrum, Co. Wexford",14027,36.6,-13.039274824
"028 Kilrush, Co. Wexford",14028,20.9,-13.590433686
"029 Kiltealy, Co. Wexford",14029,25.6,-13.425437084
"030 Marshalstown, Co. Wexford",14030,43.7,-12.790024638
"031 Moyacomb, Co. Wexford",14031,18.2,-13.685218968
"032 Newtownbarry, Co. Wexford",14032,94.9,-10.992614846
"033 Rossard, Co. Wexford",14033,15,-13.79755708
"034 St. Mary's, Co. Wexford",14034,27.8,-13.348204632
"035 The Harrow, Co. Wexford",14035,31.2,-13.228845388
"036 The Leap, Co. Wexford",14036,38.7,-12.965552938
"037 Tinnacross, Co. Wexford",14037,38.6,-12.969063504
"038 Tombrack, Co. Wexford",14038,28.6,-13.320120104
"039 Ardamine, Co. Wexford",14039,146.4,-9.184673356
"040 Balloughter, Co. Wexford",14040,22.7,-13.527243498
"041 Ballybeg, Co. Wexford",14041,24.4,-13.467563876
"042 Ballycanew, Co. Wexford",14042,63.4,-12.098443136
"043 Ballyellis, Co. Wexford",14043,32.5,-13.18320803
"044 Ballygarrett, Co. Wexford",14044,41.1,-12.881299354
"045 Ballylarkin, Co. Wexford",14045,48.6,-12.618006904
"046 Ballynestragh, Co. Wexford",14046,55,-12.39333068
"047 Cahore, Co. Wexford",14047,23.9,-13.485116706
"048 Coolgreany, Co. Wexford",14048,45.4,-12.730345016
"049 Courtown, Co. Wexford",14049,80.1,-11.512178614
"050 Ford, Co. Wexford",14050,35.4,-13.081401616
"051 Gorey Rural, Co. Wexford",14051,229.1,-6.281435274
"052 Gorey Urban, Co. Wexford",14052,2100.6,59.418807416
"053 Huntingtown, Co. Wexford",14053,26.4,-13.397352556
"054 Kilcomb, Co. Wexford",14054,43.6,-12.793535204
"055 Kilgorman, Co. Wexford",14055,48.8,-12.610985772
"056 Killenagh, Co. Wexford",14056,34.2,-13.123528408
"057 Killincooly, Co. Wexford",14057,61.2,-12.175675588
"058 Kilnahue, Co. Wexford",14058,28.8,-13.313098972
"059 Limerick, Co. Wexford",14059,44.8,-12.751408412
"060 Monamolin, Co. Wexford",14060,41.1,-12.881299354
"061 Monaseed, Co. Wexford",14061,30.2,-13.263951048
"062 Rossminoge, Co. Wexford",14062,37.2,-13.018211428
"063 Wells, Co. Wexford",14063,30.7,-13.246398218
"064 Wingfield, Co. Wexford",14064,24,-13.48160614
"065 Adamstown, Co. Wexford",14065,42.8,-12.821619732
"066 Ballyanne, Co. Wexford",14066,36.2,-13.053317088
"067 Ballyhack, Co. Wexford",14067,62.2,-12.140569928
"068 Barrack Village, Co. Wexford",14068,7.2,-14.071381228
"069 Barronstown, Co. Wexford",14069,30.7,-13.246398218
"070 Carnagh, Co. Wexford",14070,30.2,-13.263951048
"071 Carrickbyrne, Co. Wexford",14071,30.6,-13.249908784
"072 Clongeen, Co. Wexford",14072,43.4,-12.800556336
"073 Clonleigh, Co. Wexford",14073,27.2,-13.369268028
"074 Dunmain, Co. Wexford",14074,30,-13.27097218
"075 Fethard, Co. Wexford",14075,53.6,-12.442478604
"076 Horetown, Co. Wexford",14076,26.8,-13.383310292
"077 Inch, Co. Wexford",14077,35.2,-13.088422748
"078 Kilgarvan, Co. Wexford",14078,25.1,-13.442989914
"079 Killesk, Co. Wexford",14079,32.3,-13.190229162
"080 Kilmokea, Co. Wexford",14080,61.1,-12.179186154
"081 Newbawn, Co. Wexford",14081,25.1,-13.442989914
"082 New Ross Rural, Co. Wexford",14082,240.9,-5.867188486
"083 Oldcourt, Co. Wexford",14083,38.6,-12.969063504
"084 Old Ross, Co. Wexford",14084,34.9,-13.098954446
"085 Rathroe, Co. Wexford",14085,34,-13.13054954
"086 Rochestown, Co. Wexford",14086,22.8,-13.523732932
"087 Templeludigan, Co. Wexford",14087,22.8,-13.523732932
"088 Templetown, Co. Wexford",14088,26.9,-13.379799726
"089 Tintern, Co. Wexford",14089,43.2,-12.807577468
"090 Whitechurch, Co. Wexford",14090,28.5,-13.32363067
"091 Whitemoor, Co. Wexford",14091,27.3,-13.365757462
"092 Ardcavan, Co. Wexford",14092,131,-9.72530052
"093 Ardcolm, Co. Wexford",14093,41.8,-12.856725392
"094 Artramon, Co. Wexford",14094,44.6,-12.758429544
"095 Aughwilliam, Co. Wexford",14095,34.3,-13.120017842
"096 Ballymitty, Co. Wexford",14096,30.1,-13.267461614
"097 Bannow, Co. Wexford",14097,46.7,-12.684707658
"098 Bridgetown, Co. Wexford",14098,57,-12.32311936
"099 Carrick, Co. Wexford",14099,129.7,-9.770937878
"100 Drinagh, Co. Wexford",14100,66.3,-11.996636722
"101 Duncormick, Co. Wexford",14101,42.6,-12.828640864
"102 Forth, Co. Wexford",14102,54.7,-12.403862378
"103 Glynn, Co. Wexford",14103,57,-12.32311936
"104 Harperstown, Co. Wexford",14104,36.7,-13.035764258
"105 Harristown, Co. Wexford",14105,32.7,-13.176186898
"106 Kilbride, Co. Wexford",14106,30.6,-13.249908784
"107 Kilcowan, Co. Wexford",14107,33.9,-13.134060106
"108 Killag, Co. Wexford",14108,24.4,-13.467563876
"109 Killinick, Co. Wexford",14109,48.6,-12.618006904
"110 Killurin, Co. Wexford",14110,50.9,-12.537263886
"111 Kilmore, Co. Wexford",14111,84.5,-11.35771371
"112 Kilpatrick, Co. Wexford",14112,48.5,-12.62151747
"113 Kilscoran, Co. Wexford",14113,69.2,-11.894830308
"114 Lady's Island, Co. Wexford",14114,52.4,-12.484605396
"115 Mayglass, Co. Wexford",14115,48,-12.6390703
"116 Newcastle, Co. Wexford",14116,62.4,-12.133548796
"117 Rathaspick, Co. Wexford",14117,85.7,-11.315586918
"118 Rosslare, Co. Wexford",14118,124.1,-9.967529574
"119 St. Helen's, Co. Wexford",14119,186.9,-7.762894126
"120 Tacumshin, Co. Wexford",14120,30.9,-13.239377086
"121 Taghmon, Co. Wexford",14121,54.8,-12.400351812
"122 Tomhaggard, Co. Wexford",14122,37,-13.02523256
"123 Wexford Rural (Part Urban), Co. Wexford",14123,948.4,18.970065964
"124 Whitechurch, Co. Wexford",14124,25.3,-13.435968782
"001 Arklow No. 1 Urban, Co. Wicklow",15001,2402.5,70.01720617
"002 Arklow No. 2 Urban, Co. Wicklow",15002,1362.7,33.514340902
"003 Bray No. 1, Co. Wicklow",15003,3345.4,103.118332984
"004 Bray No. 2, Co. Wicklow",15004,2756.4,82.441099244
"005 Bray No. 3, Co. Wicklow",15005,4611.4,147.562098544
"006 Rathmichael (Bray), Co. Wicklow",15006,7689,255.60327776
"007 Wicklow Urban, Co. Wicklow",15007,2201.5,62.96096851
"008 Ballinguile, Co. Wicklow",15008,5.3,-14.138081982
"009 Baltinglass, Co. Wicklow",15009,140.2,-9.402328448
"010 Blessington, Co. Wicklow",15010,74.5,-11.70877031
"011 Burgage, Co. Wicklow",15011,122.6,-10.020188064
"012 Donaghmore, Co. Wicklow",15012,25.1,-13.442989914
"013 Donard, Co. Wicklow",15013,26.3,-13.400863122
"014 Dunlavin, Co. Wicklow",15014,76.3,-11.645580122
"015 Eadestown, Co. Wicklow",15015,11.5,-13.92042689
"016 Hartstown, Co. Wicklow",15016,18.4,-13.678197836
"017 Hollywood, Co. Wicklow",15017,26,-13.41139482
"018 Humewood, Co. Wicklow",15018,18.4,-13.678197836
"019 Imael North, Co. Wicklow",15019,5.3,-14.138081982
"020 Imael South, Co. Wicklow",15020,11.3,-13.927448022
"021 Kilbride, Co. Wicklow",15021,20.7,-13.597454818
"022 Lackan, Co. Wicklow",15022,12.6,-13.881810664
"023 Lugglass, Co. Wicklow",15023,4.5,-14.16616651
"024 Rathdangan, Co. Wicklow",15024,19,-13.65713444
"025 Rathsallagh, Co. Wicklow",15025,19.5,-13.63958161
"026 Stratford, Co. Wicklow",15026,50.3,-12.558327282
"027 Talbotstown, Co. Wicklow",15027,28.7,-13.316609538
"028 The Grange, Co. Wicklow",15028,24.6,-13.460542744
"029 Tober, Co. Wicklow",15029,26.4,-13.397352556
"030 Togher, Co. Wicklow",15030,18.8,-13.664155572
"031 Tuckmill, Co. Wicklow",15031,24.3,-13.471074442
"032 Delgany, Co. Wicklow",15032,488.6,2.828483496
"033 Enniskerry, Co. Wicklow",15033,90.2,-11.157611448
"034 Greystones, Co. Wicklow",15034,1914.8,52.896175788
"035 Kilmacanoge (Part Urban), Co. Wicklow",15035,518.9,3.892184994
"036 Powerscourt, Co. Wicklow",15036,13.7,-13.843194438
"037 Altidore, Co. Wicklow",15037,20.4,-13.607986516
"038 Arklow Rural, Co. Wicklow",15038,21.6,-13.565859724
"039 Aughrim, Co. Wicklow",15039,69.7,-11.877277478
"040 Avoca, Co. Wicklow",15040,51.3,-12.523221622
"041 Ballinaclash, Co. Wicklow",15041,32.3,-13.190229162
"042 Ballinacor, Co. Wicklow",15042,6.7,-14.088934058
"043 Ballinderry, Co. Wicklow",15043,22.2,-13.544796328
"044 Ballyarthur, Co. Wicklow",15044,59.1,-12.249397474
"045 Ballycullen, Co. Wicklow",15045,23.7,-13.492137838
"046 Brockagh, Co. Wicklow",15046,9.7,-13.983617078
"047 Calary, Co. Wicklow",15047,9.9,-13.976595946
"048 Cronebane, Co. Wicklow",15048,34.9,-13.098954446
"049 Dunganstown East, Co. Wicklow",15049,32.8,-13.172676332
"050 Dunganstown South, Co. Wicklow",15050,38.7,-12.965552938
"051 Dunganstown West, Co. Wicklow",15051,18.2,-13.685218968
"052 Ennereilly, Co. Wicklow",15052,20.9,-13.590433686
"053 Glendalough, Co. Wicklow",15053,4.5,-14.16616651
"054 Glenealy, Co. Wicklow",15054,68.6,-11.915893704
"055 Kilbride, Co. Wicklow",15055,36,-13.06033822
"056 Kilcoole, Co. Wicklow",15056,451.2,1.515531812
"057 Killiskey, Co. Wicklow",15057,44.8,-12.751408412
"058 Knockrath, Co. Wicklow",15058,3.5,-14.20127217
"059 Moneystown, Co. Wicklow",15059,21.9,-13.555328026
"060 Newcastle Lower, Co. Wicklow",15060,94.4,-11.010167676
"061 Newcastle Upper, Co. Wicklow",15061,148.5,-9.11095147
"062 Oldtown, Co. Wicklow",15062,32.9,-13.169165766
"063 Rathdrum, Co. Wicklow",15063,68.4,-11.922914836
"064 Togher, Co. Wicklow",15064,67.6,-11.950999364
"065 Trooperstown, Co. Wicklow",15065,16.7,-13.737877458
"066 Wicklow Rural, Co. Wicklow",15066,246.1,-5.684639054
"067 Aghowle, Co. Wicklow",15067,14.6,-13.811599344
"068 Ballingate, Co. Wicklow",15068,18.9,-13.660645006
"069 Ballinglen, Co. Wicklow",15069,12,-13.90287406
"070 Ballybeg, Co. Wicklow",15070,10,-13.97308538
"071 Carnew, Co. Wicklow",15071,71.5,-11.81408729
"072 Coolattin, Co. Wicklow",15072,17.9,-13.695750666
"073 Coolballintaggart, Co. Wicklow",15073,12.1,-13.899363494
"074 Coolboy, Co. Wicklow",15074,36.3,-13.049806522
"075 Cronelea, Co. Wicklow",15075,13,-13.8677684
"076 Kilballyowen, Co. Wicklow",15076,19.9,-13.625539346
"077 Killinure, Co. Wicklow",15077,19.5,-13.63958161
"078 Kilpipe, Co. Wicklow",15078,14.5,-13.81510991
"079 Money, Co. Wicklow",15079,9.5,-13.99063821
"080 Rath, Co. Wicklow",15080,17.3,-13.716814062
"081 Shillelagh, Co. Wicklow",15081,37.5,-13.00767973
"082 Tinahely, Co. Wicklow",15082,37.3,-13.014700862
"001 Ennis No. 1 Urban, Co. Clare",16001,2184.7,62.371193422
"002 Ennis No. 2 Urban, Co. Clare",16002,4132.6,130.753508536
