 Electoral_Area,PD
"088 Doorus, Co. Galway",68.1
"089 Drumacoo, Co. Galway",68.7
"090 Gort, Co. Galway",274.3
"091 Kilbeacanty, Co. Galway",18.9
"092 Killeely, Co. Galway",65.4
"093 Killeenavarra, Co. Galway",32.1
"094 Killinny, Co. Galway",13.7
"095 Kiltartan, Co. Galway",26.9
"096 Kilthomas, Co. Galway",3.9
"097 Kinvarra, Co. Galway",47.1
"098 Rahasane, Co. Galway",21.7
"099 Skehanagh, Co. Galway",30.3
"100 Aille, Co. Galway",12.1
"101 Athenry, Co. Galway",217.1
"102 Ballynagar, Co. Galway",8.3
"103 Bracklagh, Co. Galway",17.2
"104 Bullaun, Co. Galway",22.2
"105 Cappalusk, Co. Galway",13.1
"106 Castleboy, Co. Galway",21.8
"107 Cloonkeen, Co. Galway",23
"108 Colmanstown, Co. Galway",13.5
"109 Craughwell, Co. Galway",74
"110 Derrylaur, Co. Galway",2.6
"111 Drumkeary, Co. Galway",24.6
"112 Graigabbey, Co. Galway",30.6
"113 Grange, Co. Galway",21.1
"114 Greethill, Co. Galway",43.3
"115 Kilchreest, Co. Galway",13
"116 Kilconickny, Co. Galway",43.2
"117 Kilconierin, Co. Galway",30.2
"118 Killimor, Co. Galway",12.8
"119 Killogilleen, Co. Galway",36.2
"120 Kilmeen, Co. Galway",21.5
"121 Kilreekill, Co. Galway",15.4
"122 Kilteskill, Co. Galway",16.5
"123 Kiltullagh, Co. Galway",36.8
"124 Lackalea, Co. Galway",32.7
"125 Leitrim, Co. Galway",28.1
"126 Loughatorick, Co. Galway",0.9
"127 Loughrea Rural, Co. Galway",32.5
"128 Loughrea Urban, Co. Galway",1309.4
"129 Marblehill, Co. Galway",9.5
"130 Mountain, Co. Galway",11.7
"131 Movode, Co. Galway",20
"132 Raford, Co. Galway",31.4
"133 Tiaquin, Co. Galway",32.8
"134 Woodford, Co. Galway",19.8
"135 Annagh, Co. Galway",16.3
"136 Ballynakill, Co. Galway",18.4
"137 Caltra, Co. Galway",24.4
"138 Castleblakeney, Co. Galway",35.9
"139 Castleffrench, Co. Galway",15.4
"140 Clonbrock, Co. Galway",17.5
"141 Cloonkeen, Co. Galway",14.5
"142 Cooloo, Co. Galway",19.4
"143 Derryglassaun, Co. Galway",30.9
"144 Killeroran, Co. Galway",24
"145 Killian, Co. Galway",13
"146 Mount Bellew, Co. Galway",44.4
"147 Mounthazel, Co. Galway",17.2
"148 Taghboy, Co. Galway",8.7
"149 Camas, Co. Galway",9.4
"150 An Fhairche, Co. Galway",27.5
"151 Conga, Co. Galway",11
"152 An Cromp�n, Co. Galway",74.8
"153 An Chorr, Co. Galway",3.9
"154 Garmna, Co. Galway",44.2
"155 Cill Chuim�n, Co. Galway",2.6
"156 Leitir Breac�in, Co. Galway",3.8
"157 Letterfore, Co. Galway",3.5
"158 Leitir M�ir, Co. Galway",51.5
"159 Oughterard, Co. Galway",28.8
"160 An Ros, Co. Galway",2
"161 An Turlach, Co. Galway",9.1
"162 Wormhole, Co. Galway",48.6
"163 Abbeyville, Co. Galway",16.7
"164 Ballyglass, Co. Galway",13.3
"165 Coos, Co. Galway",3.3
"166 Derrew, Co. Galway",11.3
"167 Drummin, Co. Galway",13.1
"168 Eyrecourt, Co. Galway",25.4
"169 Killimor, Co. Galway",29.1
"170 Kilmalinoge, Co. Galway",11.7
"171 Kilquain, Co. Galway",14
"172 Meelick, Co. Galway",11
"173 Moat, Co. Galway",13.3
"174 Pallas, Co. Galway",19.4
"175 Portumna, Co. Galway",57.6
"176 Tiranascragh, Co. Galway",14.7
"177 Tynagh, Co. Galway",32.6
"178 Abbey East, Co. Galway",29.3
"179 Abbey West, Co. Galway",48.8
"180 Addergoole, Co. Galway",22.4
"181 Annaghdown, Co. Galway",61.1
"182 Ballinderry, Co. Galway",39.3
"183 Ballinduff, Co. Galway",54
"184 Ballynapark, Co. Galway",52.8
"185 Beaghmore, Co. Galway",19.8
"186 Belclare, Co. Galway",30.7
"187 Carrownagur, Co. Galway",15.1
"188 Carrowrevagh, Co. Galway",21.4
"189 Claretuam, Co. Galway",36.4
"190 Clonbern, Co. Galway",14.3
"191 Cloonkeen, Co. Galway",22.9
"192 Cummer, Co. Galway",74.4
"193 Donaghpatrick, Co. Galway",34.3
"194 Doonbally, Co. Galway",21.2
"195 Dunmore North, Co. Galway",22.7
"196 Dunmore South, Co. Galway",59.6
"197 Foxhall, Co. Galway",19.7
"198 Headford, Co. Galway",77.3
"199 Hillsbrook, Co. Galway",29.8
"200 Kilbennan, Co. Galway",25.1
"201 Kilcoona, Co. Galway",33.2
"202 Killeany, Co. Galway",38.3
"203 Killeen, Co. Galway",31.6
"204 Killererin, Co. Galway",35.1
"205 Killower, Co. Galway",27.1
"206 Killursa, Co. Galway",37.7
"207 Kilmoylan, Co. Galway",47.8
"208 Kilshanvy, Co. Galway",18.5
"209 Levally, Co. Galway",18
"210 Milltown, Co. Galway",24.4
"211 Monivea, Co. Galway",31.9
"212 Moyne, Co. Galway",32.9
"213 Ryehill, Co. Galway",45.1
"214 Toberadosh, Co. Galway",18.5
"215 Tuam Rural, Co. Galway",175.5
"216 Tuam Urban, Co. Galway",1499.5
"001 Ballinamore, Co. Leitrim",63.9
"002 Cloverhill, Co. Leitrim",18
"003 Corrala, Co. Leitrim",15.9
"004 Drumreilly North, Co. Leitrim",14.6
"005 Drumreilly South, Co. Leitrim",13.9
"006 Garadice, Co. Leitrim",25.6
"007 Greaghglass, Co. Leitrim",18
"008 Killygar, Co. Leitrim",10.4
"009 Newtowngore, Co. Leitrim",17.1
"010 Oughteragh, Co. Leitrim",8.6
"011 Stralongford, Co. Leitrim",3.2
"012 Aghacashel, Co. Leitrim",7.6
"013 Annaduff, Co. Leitrim",21.3
"014 Barnameenagh, Co. Leitrim",6.1
"015 Carrick-on-Shannon, Co. Leitrim",182.7
"016 Drumreilly East, Co. Leitrim",2.5
"017 Drumreilly West, Co. Leitrim",5
"018 Drumshanbo, Co. Leitrim",93.4
"019 Drumsna, Co. Leitrim",32.7
"020 Gortnagullion, Co. Leitrim",16.5
"021 Gowel, Co. Leitrim",25
"022 Keshcarrigan, Co. Leitrim",53.3
"023 Kiltubbrid, Co. Leitrim",13.3
"024 Leitrim, Co. Leitrim",54.9
"025 Moher, Co. Leitrim",13.4
"026 Yugan, Co. Leitrim",14.2
"027 Aghalateeve, Co. Leitrim",4.9
"028 Aghanlish, Co. Leitrim",6.6
"029 Aghavoghill, Co. Leitrim",3.2
"030 Gubacreeny, Co. Leitrim",38.8
"031 Kinlough, Co. Leitrim",45.8
"032 Melvin, Co. Leitrim",12
"033 Tullaghan, Co. Leitrim",27.8
"034 Arigna, Co. Leitrim",1.3
"035 Ballaghameehan, Co. Leitrim",7
"036 Belhavel, Co. Leitrim",11.6
"037 Cloonclare, Co. Leitrim",9.1
"038 Cloonlogher, Co. Leitrim",8.7
"039 Drumahaire, Co. Leitrim",47
"040 Drumkeeran, Co. Leitrim",17.9
"041 Garvagh, Co. Leitrim",8.8
"042 Glenade, Co. Leitrim",6.2
"043 Glenaniff, Co. Leitrim",5.1
"044 Glenboy, Co. Leitrim",9.4
"045 Glencar, Co. Leitrim",7.1
"046 Glenfarn, Co. Leitrim",8
"047 Killanummery, Co. Leitrim",18.2
"048 Killarga, Co. Leitrim",2.1
"049 Kiltyclogher, Co. Leitrim",6.7
"050 Lurganboy, Co. Leitrim",14.2
"051 Mahanagh, Co. Leitrim",9.6
"052 Manorhamilton, Co. Leitrim",56.9
"053 Munakill, Co. Leitrim",8.2
"054 Sramore, Co. Leitrim",13.8
"055 St. Patrick's, Co. Leitrim",7.1
"056 Aghavas, Co. Leitrim",20.4
"057 Beihy, Co. Leitrim",15.3
"058 Breandrum, Co. Leitrim",15.4
"059 Bunnybeg, Co. Leitrim",11.8
"060 Carrigallen East, Co. Leitrim",22.6
"061 Carrigallen West, Co. Leitrim",36.6
"062 Cashel, Co. Leitrim",15.2
"063 Castlefore, Co. Leitrim",20.7
"064 Cattan, Co. Leitrim",15
"065 Cloone, Co. Leitrim",18.9
"066 Corriga, Co. Leitrim",11.6
"067 Drumard, Co. Leitrim",17.8
"068 Drumdoo, Co. Leitrim",20.7
"069 Drumod, Co. Leitrim",49.4
"070 Fenagh, Co. Leitrim",28.7
"071 Gortermone, Co. Leitrim",17.2
"072 Keeldra, Co. Leitrim",12.1
"073 Lisgillock, Co. Leitrim",13.5
"074 Mohill, Co. Leitrim",58
"075 Rinn, Co. Leitrim",22.1
"076 Riverstown, Co. Leitrim",11.3
"077 Roosky, Co. Leitrim",33.8
"078 Rowan, Co. Leitrim",16.1
"001 Ardnaree South Urban, Co. Mayo",1516.4
"002 Ballina Urban, Co. Mayo",1565.2
"003 Castlebar Urban, Co. Mayo",1595.4
"004 Westport Urban, Co. Mayo",734.9
"005 Ardagh, Co. Mayo",20.3
"006 Ardnaree North (Part Urban), Co. Mayo",54.7
"007 Ardnaree South Rural (Part Urban), Co. Mayo",161.8
"008 Attymass East, Co. Mayo",19
"009 Attymass West, Co. Mayo",12.4
"010 Ballina Rural (Part Urban), Co. Mayo",90.6
"011 Ballycastle, Co. Mayo",9.7
"012 Ballysakeery, Co. Mayo",22.9
"013 B�al Deirg M�r, Co. Mayo",2
"014 Bunaveela, Co. Mayo",1.5
"015 Carrowmore, Co. Mayo",36
"016 Crossmolina North, Co. Mayo",38.1
"017 Crossmolina South, Co. Mayo",32.3
"018 Deel, Co. Mayo",11.3
"019 Derry, Co. Mayo",2.7
"020 Fortland, Co. Mayo",23.4
"021 Kilfian East, Co. Mayo",9.9
"022 Kilfian South, Co. Mayo",3.4
"023 Kilfian West, Co. Mayo",1.3
"024 Kilgarvan, Co. Mayo",13.7
"025 Killala, Co. Mayo",30.9
"026 Lackan North, Co. Mayo",8.8
"027 Lackan South, Co. Mayo",21.4
"028 Letterbrick, Co. Mayo",3.6
"029 Mount Falcon, Co. Mayo",44.1
"030 Rathoma, Co. Mayo",12.5
"031 Sallymount, Co. Mayo",16.6
"032 Sraheen, Co. Mayo",60.9
"033 Baile an Chalaidh, Co. Mayo",6.6
"034 Ballinrobe, Co. Mayo",85.8
"035 Baile �bha, Co. Mayo",6.6
"036 Burriscarra, Co. Mayo",18.5
"037 An Cheapaigh Dhuibh, Co. Mayo",10.4
"038 Cong, Co. Mayo",28.7
"039 Coonard, Co. Mayo",15.2
"040 Dalgan, Co. Mayo",32
"041 Hollymount, Co. Mayo",23.2
"042 Houndswood, Co. Mayo",24.4
"043 Kilcommon, Co. Mayo",16.9
"044 Kilmaine, Co. Mayo",24.1
"045 Neale, Co. Mayo",20.6
"046 Newbrook, Co. Mayo",15.3
"047 Abhainn Bhrain, Co. Mayo",4.5
"048 Partra�, Co. Mayo",19.1
"049 Roslee, Co. Mayo",26.4
"050 Shrule, Co. Mayo",30
"051 An Geata M�r Thuaidh, Co. Mayo",22.3
"052 An Geata M�r Theas, Co. Mayo",24.3
"053 Bangor, Co. Mayo",10.4
"054 Barr R�sca�, Co. Mayo",2.1
"055 B�al an Mhuirthead, Co. Mayo",43.5
"056 Gleann na Muaidhe, Co. Mayo",3.9
"057 Gleann Chaisil, Co. Mayo",13.5
"058 Glenco, Co. Mayo",0.6
"059 Guala Mh�r, Co. Mayo",3.9
"060 Cnoc an Daimh, Co. Mayo",10.2
"061 Cnoc na Lobhar, Co. Mayo",17
"062 Moing na B�, Co. Mayo",3.9
"063 Na Monga, Co. Mayo",7.3
"064 Cnoc na R�ithe, Co. Mayo",17.4
"065 Sheskin, Co. Mayo",0.5
"066 Addergoole, Co. Mayo",20.5
"067 Balla, Co. Mayo",43.8
"068 Ballinafad, Co. Mayo",27.9
"069 Ballyhean, Co. Mayo",35.8
"070 Ballynagoraher, Co. Mayo",8.1
"071 Bellavary, Co. Mayo",31.9
"072 Breaghwy, Co. Mayo",77.1
"073 Burren, Co. Mayo",8.5
"074 Castlebar Rural (Part Urban), Co. Mayo",185.4
"075 Clogher, Co. Mayo",27.8
"076 Cloonkeen, Co. Mayo",30.9
"077 Croaghmoyle, Co. Mayo",6
"078 Killavally, Co. Mayo",21.4
"079 Manulla, Co. Mayo",33.5
"080 Pontoon, Co. Mayo",11.1
"081 Strade, Co. Mayo",19
"082 Tamhnaigh na Gra�, Co. Mayo",10.5
"083 Turlough, Co. Mayo",47.6
"084 Ballindine, Co. Mayo",37.6
"085 Ballyhaunis, Co. Mayo",103.8
"086 Ballyhowly, Co. Mayo",20.7
"087 Bekan, Co. Mayo",22.4
"088 Caraun, Co. Mayo",16.4
"089 Claremorris, Co. Mayo",192.2
"090 Cloghermore, Co. Mayo",12.1
"091 Course, Co. Mayo",16.7
"092 Crossboyne, Co. Mayo",42.3
"093 Culnacleha, Co. Mayo",16.1
"094 Garrymore, Co. Mayo",18.8
"095 Kilcolman, Co. Mayo",23.1
"096 Kilvine, Co. Mayo",23.6
"097 Knock North, Co. Mayo",37.1
"098 Knock South, Co. Mayo",28.7
"099 Loughanboy, Co. Mayo",14.5
"100 Mayo, Co. Mayo",16.9
"101 Murneen, Co. Mayo",15.4
"102 Tagheen, Co. Mayo",14.4
"103 Aghamore, Co. Mayo",24.7
"104 Ballinamore, Co. Mayo",18.2
"105 Bohola, Co. Mayo",26.2
"106 Brackloon, Co. Mayo",21.2
"107 Callow, Co. Mayo",13.2
"108 Cloonmore, Co. Mayo",14.5
"109 Coolnaha, Co. Mayo",23.7
"110 Cuildoo, Co. Mayo",16.2
"111 Doocastle, Co. Mayo",10.3
"112 Kilbeagh, Co. Mayo",26.2
"113 Kilkelly, Co. Mayo",22.8
"114 Killedan, Co. Mayo",28.2
"115 Kilmovee, Co. Mayo",20.3
"116 Kiltamagh, Co. Mayo",76.7
"117 Meelick, Co. Mayo",23.5
"118 Sonnagh, Co. Mayo",29.9
"119 Swineford, Co. Mayo",64
"120 Toocananagh, Co. Mayo",26.8
"121 Toomore, Co. Mayo",46.1
"122 Tumgesh, Co. Mayo",13
"123 Urlaur, Co. Mayo",12.8
"124 Acaill, Co. Mayo",24.4
"125 Aghagower North, Co. Mayo",45.6
"126 Aghagower South, Co. Mayo",4.8
"127 Aillemore, Co. Mayo",12.2
"128 Ballycroy North, Co. Mayo",3.7
"129 Ballycroy South, Co. Mayo",2.7
"130 Bundorragha, Co. Mayo",2
"131 Clare Island, Co. Mayo",9.3
"132 Clogher, Co. Mayo",41
"133 An Corr�n, Co. Mayo",9.2
"134 Croaghpatrick, Co. Mayo",19.8
"135 Derryloughan, Co. Mayo",24.9
"136 Dumha �ige, Co. Mayo",14.9
"137 Drummin, Co. Mayo",3.4
"138 Emlagh, Co. Mayo",12.6
"139 Erriff, Co. Mayo",1.5
"140 Glenhest, Co. Mayo",5.7
"141 Islandeady, Co. Mayo",25
"142 Kilgeever, Co. Mayo",1.8
"143 Kilmaclasser, Co. Mayo",27.6
"144 Kilmeena (Part Urban), Co. Mayo",42.5
"145 Kilsallagh, Co. Mayo",14.6
"146 Knappagh, Co. Mayo",30.4
"147 Louisburgh, Co. Mayo",42
"148 Newport East, Co. Mayo",32.4
"149 Newport West, Co. Mayo",11.8
"150 Owennadornaun, Co. Mayo",3.6
"151 Slievemahanagh, Co. Mayo",7.8
"152 Slievemore, Co. Mayo",14
"153 Srahmore, Co. Mayo",1.7
"154 Westport Rural, Co. Mayo",112.4
"001 Athlone West Rural, Co. Roscommon",266.8
"002 Ballydangan, Co. Roscommon",22.8
"003 Ballynamona, Co. Roscommon",25.9
"004 Caltragh, Co. Roscommon",19.7
"005 Carnagh, Co. Roscommon",33.6
"006 Carrowreagh, Co. Roscommon",18.8
"007 Castlesampson, Co. Roscommon",14.6
"008 Cloonburren, Co. Roscommon",13.4
"009 Cloonown, Co. Roscommon",25.4
"010 Crannagh, Co. Roscommon",47.5
"011 Creagh, Co. Roscommon",36.1
"012 Culliagh, Co. Roscommon",13.4
"013 Drumlosh, Co. Roscommon",27.4
"014 Dysart, Co. Roscommon",10.4
"015 Kilcar, Co. Roscommon",23.2
"016 Kiltoom, Co. Roscommon",75.9
"017 Lecarrow, Co. Roscommon",22
"018 Moore, Co. Roscommon",15.8
"019 Rockhill, Co. Roscommon",21.1
"020 Taghboy, Co. Roscommon",28.8
"021 Taghmaconnell, Co. Roscommon",14.2
"022 Thomastown, Co. Roscommon",31
"023 Turrock, Co. Roscommon",15.8
"024 Aghafin, Co. Roscommon",10.9
"025 Altagowlan, Co. Roscommon",4.8
"026 Aughrim East, Co. Roscommon",11.4
"027 Aughrim West, Co. Roscommon",9.5
"028 Ballyfarnan, Co. Roscommon",32.4
"029 Ballyfermoyle, Co. Roscommon",13.7
"030 Boyle Rural, Co. Roscommon",65
"031 Boyle Urban, Co. Roscommon",506.6
"032 Breedoge, Co. Roscommon",13.4
"033 Cloonteen, Co. Roscommon",16.7
"034 Creeve, Co. Roscommon",8.6
"035 Croghan, Co. Roscommon",16.7
"036 Crossna, Co. Roscommon",10.7
"037 Danesfort, Co. Roscommon",65.4
"038 Estersnow, Co. Roscommon",7.4
"039 Keadew, Co. Roscommon",24.6
"040 Kilbryan, Co. Roscommon",15.4
"041 Kilcolagh, Co. Roscommon",13.4
"042 Killukin, Co. Roscommon",24.9
"043 Killummod, Co. Roscommon",10.3
"044 Kilmacumsy, Co. Roscommon",16.6
"045 Kilmore, Co. Roscommon",10.5
"046 Lisgarve, Co. Roscommon",10.4
"047 Lough Allen, Co. Roscommon",24.2
"048 Mantua, Co. Roscommon",3.6
"049 Oakport, Co. Roscommon",29.7
"050 Rockingham, Co. Roscommon",12.3
"051 Rushfield, Co. Roscommon",18.7
"052 Tivannagh, Co. Roscommon",12.3
"053 Tumna North, Co. Roscommon",12.5
"054 Tumna South, Co. Roscommon",12.6
"055 Artagh North, Co. Roscommon",23
"056 Artagh South, Co. Roscommon",13.5
"057 Ballaghaderreen, Co. Roscommon",62.1
"058 Ballinlough, Co. Roscommon",20.3
"059 Ballintober, Co. Roscommon",19.2
"060 Baslick, Co. Roscommon",9.1
"061 Bellanagare, Co. Roscommon",12.9
"062 Buckill, Co. Roscommon",14.9
"063 Carrowduff, Co. Roscommon",12.7
"064 Castleplunket, Co. Roscommon",13.9
"065 Castlereagh, Co. Roscommon",75.2
"066 Castleteheen, Co. Roscommon",16.5
"067 Cloonfower, Co. Roscommon",9.6
"068 Coolougher, Co. Roscommon",13.4
"069 Edmondstown, Co. Roscommon",12.8
"070 Fairymount, Co. Roscommon",9.5
"071 Frenchpark, Co. Roscommon",28.3
"072 Kiltullagh, Co. Roscommon",24
"073 Loughglinn, Co. Roscommon",21.2
"074 Annaghmore, Co. Roscommon",17.4
"075 Athleague East, Co. Roscommon",16.2
"076 Athleague West, Co. Roscommon",23.5
"077 Ballygarden, Co. Roscommon",12.4
"078 Bumlin, Co. Roscommon",19.7
"079 Cams, Co. Roscommon",19.6
"080 Cloonfinlough, Co. Roscommon",10
"081 Cloontuskert, Co. Roscommon",52.4
"082 Cloonygormican, Co. Roscommon",16.7
"083 Cloonyquin, Co. Roscommon",12.8
"084 Creeve, Co. Roscommon",12.7
"085 Cregga, Co. Roscommon",10.8
"086 Drumdaff, Co. Roscommon",21.7
"087 Dunamon, Co. Roscommon",16.2
"088 Elia, Co. Roscommon",14.9
"089 Elphin, Co. Roscommon",51.1
"090 Fuerty, Co. Roscommon",22.5
"091 Kilbride North, Co. Roscommon",20.1
"092 Kilbride South, Co. Roscommon",14.3
"093 Kilgefin, Co. Roscommon",15.1
"094 Kilglass North, Co. Roscommon",19.2
"095 Kilglass South, Co. Roscommon",13
"096 Killavackan, Co. Roscommon",15.2
"097 Killukin, Co. Roscommon",11.8
"098 Kilteevan, Co. Roscommon",18.8
"099 Lackan, Co. Roscommon",15.8
"100 Lismaha, Co. Roscommon",14.5
"101 Lissonuffy, Co. Roscommon",6.2
"102 Mote, Co. Roscommon",30.1
"103 Ogulla, Co. Roscommon",17.4
"104 Roosky, Co. Roscommon",38.2
"105 Roscommon Rural, Co. Roscommon",110.5
"106 Roscommon Urban, Co. Roscommon",1150
"107 Rosmoylan, Co. Roscommon",8.9
"108 Rossmore, Co. Roscommon",9.5
"109 Scregg, Co. Roscommon",27.9
"110 Strokestown, Co. Roscommon",58.3
"111 Termonbarry, Co. Roscommon",49.4
"112 Tulsk, Co. Roscommon",17.1
"001 Sligo East, Co. Sligo",1909.3
"002 Sligo North, Co. Sligo",1127.2
"003 Sligo West, Co. Sligo",1351.9
"004 Aghanagh, Co. Sligo",15.3
"005 Ballynashee, Co. Sligo",12
"006 Coolavin, Co. Sligo",16
"007 Cuilmore, Co. Sligo",18.7
"008 Drumrat, Co. Sligo",24.2
"009 Kilfree, Co. Sligo",31.3
"010 Killadoon, Co. Sligo",13.9
"011 Killaraght, Co. Sligo",12.4
"012 Kilmactranny, Co. Sligo",13.2
"013 Kilshalvy, Co. Sligo",14.1
"014 Shancough, Co. Sligo",6.3
"015 Templevanny, Co. Sligo",9.7
"016 Toomour, Co. Sligo",14
"017 Aughris, Co. Sligo",17.5
"018 Buncrowey, Co. Sligo",11.3
"019 Castleconor East, Co. Sligo",7.5
"020 Castleconor West, Co. Sligo",27.6
"021 Dromard East, Co. Sligo",12.9
"022 Dromard West, Co. Sligo",13.2
"023 Dromore, Co. Sligo",39
"024 Easky East, Co. Sligo",30.4
"025 Easky West, Co. Sligo",24.3
"026 Kilglass, Co. Sligo",68.2
"027 Mullagheruse, Co. Sligo",0.8
"028 Rathmacurkey, Co. Sligo",17.9
"029 Skreen, Co. Sligo",5.5
"030 Templeboy North, Co. Sligo",23.9
"031 Templeboy South, Co. Sligo",5.8
"032 Toberpatrick East, Co. Sligo",20.3
"033 Toberpatrick West, Co. Sligo",23.3
"034 Ballintogher East, Co. Sligo",29.5
"035 Ballintogher West, Co. Sligo",20
"036 Ballymote, Co. Sligo",83.7
"037 Ballynakill, Co. Sligo",23.9
"038 Ballysadare East, Co. Sligo",90.9
"039 Ballysadare West, Co. Sligo",18
"040 Bricklieve, Co. Sligo",15.8
"041 Calry, Co. Sligo",45.8
"042 Carney, Co. Sligo",30.7
"043 Carrickbanagher, Co. Sligo",36.2
"044 Cliffony North, Co. Sligo",46.7
"045 Cliffony South, Co. Sligo",29.3
"046 Collooney, Co. Sligo",105.9
"047 Drumcliff East, Co. Sligo",52
"048 Drumcliff West, Co. Sligo",130.1
"049 Drumcolumb, Co. Sligo",12.4
"050 Drumfin, Co. Sligo",21.6
"051 Glencar, Co. Sligo",17.4
"052 Kilmacowen, Co. Sligo",90.8
"053 Knockaree, Co. Sligo",156.2
"054 Lakeview, Co. Sligo",26.1
"055 Lisconny, Co. Sligo",24.9
"056 Lissadill East, Co. Sligo",50.1
"057 Lissadill North, Co. Sligo",76.4
"058 Lissadill West, Co. Sligo",36.8
"059 Riverstown, Co. Sligo",37.6
"060 Rossinver East, Co. Sligo",5.8
"061 Rossinver West, Co. Sligo",12.7
"062 Achonry East, Co. Sligo",19.4
"063 Achonry West, Co. Sligo",24.2
"064 Aclare, Co. Sligo",10.5
"065 Annagh, Co. Sligo",14.8
"066 Banada, Co. Sligo",16.4
"067 Branchfield, Co. Sligo",3.6
"068 Breencorragh, Co. Sligo",3.1
"069 Carrownaskeagh, Co. Sligo",5
"070 Cartron, Co. Sligo",10.4
"071 Cloonacool, Co. Sligo",9.4
"072 Cloonoghill, Co. Sligo",20.1
"073 Coolaney, Co. Sligo",56.9
"074 Glendarragh, Co. Sligo",5.6
"075 Kilmacteige, Co. Sligo",7.5
"076 Kilturra, Co. Sligo",14
"077 Leitrim, Co. Sligo",14.4
"078 Loughill, Co. Sligo",3.6
"079 Owenmore, Co. Sligo",8.3
"080 Streamstown, Co. Sligo",14
"081 Temple, Co. Sligo",26.3
"082 Tobercurry, Co. Sligo",75.6
"001 Cavan Urban, Co. Cavan",1894.8
"002 Bailieborough, Co. Cavan",88.3
"003 Carnagarve, Co. Cavan",26.5
"004 Crossbane, Co. Cavan",29.5
"005 Drumanespick, Co. Cavan",30.1
"006 Enniskeen, Co. Cavan",24.1
"007 Killinkere, Co. Cavan",20.3
"008 Kingscourt, Co. Cavan",171.8
"009 Lisagoan, Co. Cavan",28.3
"010 Mullagh, Co. Cavan",93.2
"011 Shercock, Co. Cavan",56.7
"012 Skeagh, Co. Cavan",19.1
"013 Taghart, Co. Cavan",28.9
"014 Termon, Co. Cavan",28
"015 Ballyconnell, Co. Cavan",56.8
"016 Ballymagauran, Co. Cavan",16.6
"017 Bawnboy, Co. Cavan",20.9
"018 Benbrack, Co. Cavan",2.5
"019 Bilberry, Co. Cavan",14
"020 Carn, Co. Cavan",18.5
"021 Diamond, Co. Cavan",15.5
"022 Doogary, Co. Cavan",15.3
"023 Kinawley, Co. Cavan",4.7
"024 Lissanover, Co. Cavan",17.8
"025 Pedara Vohers, Co. Cavan",11.8
"026 Swanlinbar, Co. Cavan",24.9
"027 Templeport, Co. Cavan",14
"028 Tircahan, Co. Cavan",2.2
"029 Ballyjamesduff, Co. Cavan",153
"030 Castlerahan, Co. Cavan",32.2
"031 Kilbride, Co. Cavan",33.7
"032 Lurgan, Co. Cavan",43.9
"033 Munterconnaught, Co. Cavan",43.1
"034 Virginia, Co. Cavan",89.3
"035 Ardue, Co. Cavan",36.9
"036 Arvagh, Co. Cavan",34.1
"037 Ashfield, Co. Cavan",20.9
"038 Ballintemple, Co. Cavan",26.2
"039 Ballyhaise, Co. Cavan",60.8
"040 Ballymachugh, Co. Cavan",28.5
"041 Bellananagh, Co. Cavan",102.7
"042 Belturbet Urban, Co. Cavan",348.3
"043 Bruce Hall, Co. Cavan",22.6
"044 Butler's Bridge, Co. Cavan",62.8
"045 Canningstown, Co. Cavan",22.5
"046 Carrafin, Co. Cavan",20
"047 Castlesaunderson, Co. Cavan",17.1
"048 Cavan Rural, Co. Cavan",239.4
"049 Clonervy, Co. Cavan",47.9
"050 Cootehill Rural, Co. Cavan",32
"051 Cootehill Urban, Co. Cavan",881.7
"052 Corr, Co. Cavan",24.4
"053 Corraneary, Co. Cavan",19.1
"054 Crossdoney, Co. Cavan",25
"055 Crosskeys, Co. Cavan",36.1
"056 Cuttragh, Co. Cavan",33.3
"057 Denn, Co. Cavan",34.4
"058 Derrin, Co. Cavan",29.5
"059 Drumcarban, Co. Cavan",32.8
"060 Drumcarn, Co. Cavan",21.1
"061 Drung, Co. Cavan",23.5
"062 Graddum, Co. Cavan",26.5
"063 Grilly, Co. Cavan",26.7
"064 Kilconny, Co. Cavan",34
"065 Kill, Co. Cavan",25.6
"066 Killashandra, Co. Cavan",41.2
"067 Killykeen, Co. Cavan",25.4
"068 Kilnaleck, Co. Cavan",53.8
"069 Knappagh, Co. Cavan",20.9
"070 Larah North, Co. Cavan",20.7
"071 Larah South, Co. Cavan",23.4
"072 Milltown, Co. Cavan",19.4
"073 Moynehall, Co. Cavan",74.4
"074 Rakenny, Co. Cavan",19.9
"075 Redhill, Co. Cavan",26.4
"076 Springfield, Co. Cavan",9.1
"077 Stradone, Co. Cavan",29.9
"078 Tullyvin East, Co. Cavan",21.6
"079 Tullyvin West, Co. Cavan",16.4
"080 Waterloo, Co. Cavan",26.9
"081 Derrylahan, Co. Cavan",4.5
"082 Derrynananta, Co. Cavan",1.5
"083 Dowra, Co. Cavan",6.9
"084 Dunmakeever, Co. Cavan",4.6
"085 Eskey, Co. Cavan",20.2
"086 Killinagh, Co. Cavan",6.8
"087 Teebane, Co. Cavan",1.4
"088 Tuam, Co. Cavan",13.9
"089 Drumlumman, Co. Cavan",33.8
"090 Kilcogy, Co. Cavan",24.2
"091 Kilgolagh, Co. Cavan",20.3
"092 Loughdawan, Co. Cavan",25.3
"093 Scrabby, Co. Cavan",37.3
"001 Buncrana Urban, Co. Donegal",735
